Tank Type	Tank Facility ID	Tank Owner ID	Tank Number	Install Date	Tank Status	Foundation Type Concrete Coating/RPB	Foundation Type Concrete	Foundation Type Steel/Saddle/Runner/Beam	Foundation Type Earthen	Foundation Type Ring Wall	Foundation Type Unknown	Foundation Type Other	Foundation Type Other Specify	Roof Type N/A Horizontal Tank	Roof Type Floating	Roof Type Fixed Cone-Welded/Bolted	Roof Type Other	Roof Type Other Specify						
AST	5017712	38255	7	1/1/1962	CURR IN USE	N	N	N	Y	N	N	N		N	N	N	Y	Pan-Flat						
AST	5017764	28047	1	10/1/1993	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	N							
AST	5017845	30309	1	2/21/1994	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	N							
AST	5017869	30023	101	2/1/1960	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017869	30023	102	2/1/1960	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017869	30023	103	2/1/1960	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017869	30023	104	2/1/1960	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017869	30023	105	2/1/1960	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017869	30023	106	2/1/1960	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017869	30023	107	2/1/1960	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017869	30023	108	8/1/1972	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017869	30023	109		DISMANTLED	N	N	Y	N	N	N	N		N	N	N	N							
AST	5017869	30023	110	9/1/1974	PERM OUT OF USE	N	Y	N	N	N	N	N		N	N	N	Y	Flat Steel Plate Roof						
AST	5017869	30023	203	5/1/1990	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017869	30023	204	6/1/1951	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017869	30023	205	10/1/1977	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017869	30023	206	10/1/1977	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017869	30023	209	7/16/1993	DISMANTLED	N	Y	Y	N	N	N	N		N	N	N	Y	horizontal						
AST	5017869	30023	227a	3/1/2007	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017869	30023	227b	3/1/2007	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017869	30023	228	3/1/2007	DISMANTLED	N	N	N	N	N	N	Y	Conc ring-wall	N	N	N	N							
AST	5017869	30023	507skid		DISMANTLED	N	N	N	N	N	N	Y	Skid Tank	N	N	N	N							
AST	5017869	42229	207	2/1/1991	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017869	44918	DD11-1	5/9/2008	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017869	46705	210	1/1/2009	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	5017869	46705	213	6/1/1987	DISMANTLED	N	N	Y	N	N	N	N		N	N	N	Y	Steel Deck Roof						
AST	5017869	46705	214	6/1/1987	DISMANTLED	N	N	Y	N	N	N	N		N	N	N	Y	Steel Deck Roof						
AST	5017869	46705	216	6/1/1987	DISMANTLED	N	N	Y	N	N	N	N		N	N	N	Y	Steel Deck Roof						
AST	5017869	46705	218	1/1/1995	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	5017869	46705	219	3/29/1995	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	N							
AST	5017869	46705	220	1/1/2001	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	5017869	46705	221	1/1/2001	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	5017869	46705	222	1/8/2005	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	horizontal; shop fabricated						
AST	5017869	46705	223	1/1/2004	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	5017869	46705	224	1/22/2004	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	5017869	46705	225	3/20/2006	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	5017869	46705	226	3/20/2006	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	5017869	46705	232	6/1/2013	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	5017869	46705	405	11/17/1997	DISMANTLED	N	Y	Y	N	N	N	N		N	N	N	N	Horizontal						
AST	5017869	46705	514		DISMANTLED	N	N	Y	N	N	N	Y	STEEL SADDLE INSIDE STEEL DIKE	N	N	N	Y	N/A						
AST	5017942	26794	1250		DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017942	26794	1251		DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017942	26794	1252		DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017942	26794	1253		DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017942	26794	1254		DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017942	26794	1255		DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017942	26794	1517-1		DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017942	26794	235-2	1/9/1995	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N	EcoVault						
AST	5017942	26794	236-5		PERM OUT OF USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017942	26794	236-5D		DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017942	26794	237-1		PERM OUT OF USE	N	Y	N	N	N	N	N		N	N	N	N	Vaulted Tank						
AST	5017942	26794	237A-M	6/27/1997	PERM OUT OF USE	N	Y	N	N	N	N	N		N	N	N	N	Vaulted Tank						
AST	5017942	26794	237C-M	6/27/1997	PERM OUT OF USE	N	Y	N	N	N	N	N		N	N	N	N	Vaulted Tank						
AST	5017942	26794	261-2	12/5/2017	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5017942	27644	SY-237-08	6/27/1997	PERM OUT OF USE	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5017942	27644	SY-237-09	6/27/1997	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5017942	27644	SY-237-10	6/27/1997	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5017942	49880	1475-1	1/19/2001	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	EcoVault; Horizontal						
AST	5017942	49880	1500-2	1/9/1995	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	EcoVault						
AST	5017942	49880	1594-R	8/13/2003	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	Intergal Dome						
AST	5017942	49880	237B-M	6/27/1997	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	Vaulted Tank						
AST	5017942	49880	SY-1582-01		CURR IN USE	N	N	Y	N	N	N	N		N	N	Y	N							
AST	5017942	49880	SY-1586-01	2/1/2000	DISMANTLED	N	Y	N	N	N	N	Y	Open Top Berm	N	N	N	Y	Horizontal						
AST	5017942	49880	SY-1587-01	2/1/2000	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5017942	49880	SY-237-11	3/1/2005	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5017942	49880	SY-237-12	3/1/2005	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5017965	31394	F-O1	9/1/1960	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	CONVERTED RAILROAD TANK CAR						
AST	5017980	39553	1		PERM OUT OF USE	N	N	N	Y	N	N	N		N	N	N	Y	ROUND TANK CONSTRUCTION TANK CAR						
AST	5017980	39553	10		CURR IN USE	N	N	N	Y	N	N	N		N	N	N	Y	USED RAILROAD TANK CAR						
AST	5017980	39553	20		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	TUBULAR SHAPE						
AST	5017980	39553	25		CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	HORIZONTAL CYLINDRICAL TANK						
AST	5017980	39553	26		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017980	39553	29		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017980	39553	CP1		CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	5017980	39553	CP2		CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	5017980	39553	CS-10A	7/12/2001	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	5017980	39553	CS-10B	7/12/2001	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	5017980	39553	CS-10C	7/12/2001	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	5017980	39553	Docks7		CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	5017980	39553	DS10	7/1/2012	CLOSED IN PLACE	N	N	N	N	N	N	N		N	N	N	N							
AST	5017980	39553	DS11		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	DOME ROOF STEEL						
AST	5017980	39553	DS12		CURR IN USE	N	N	N	Y	N	N	N		N	N	N	Y	USED RAILROAD TANK CAR						
AST	5017980	39553	DS2		CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	5017980	39553	DS23		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	TUBULAR(ROUND)TANK						
AST	5017980	39553	DS24		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	CIRCULAR ENCLOSED TANK						
AST	5017980	39553	DS27		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017980	39553	DS28		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	5017980	39553	DS6		CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	5017980	39553	P2		PERM OUT OF USE	N	N	N	Y	N	Y	N	ROUND TANK (HORIZONTAL)	N	N	N	Y	ROUND TANK (HORIZONTAL)						
AST	5017982	39553	1P		DISMANTLED	N	N	N	Y	N	N	N		N	N	N	N							
AST	5017982	39553	3P		DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	CONTINUOUS VISUALLY VERIFEXIBLE MONOLITHIC (SEAMLESS) POUR ON ROP						
AST	5017982	39553	4P		DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	CONTINUES VISUALLY VERIFIABLE MONOLITHIS (SEAMLESS) POUR ON TOP						
AST	5017982	39553	5	1/15/1962	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	HORIZONTAL CYLINDRICAL STEEL TANK						
AST	5017982	39553	6	1/15/1962	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	Y	VERTICAL CYLINDRICAL STEEL TANK						
AST	5017982	39553	7	1/15/1962	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	HORIZONTAL CYLINDRICAL STEEL TANK						
AST	5018049	27875	1		CURR IN USE	N	N	Y	N	N	N	N		N	N	N	N							
AST	5018049	27875	2		CURR IN USE	N	N	Y	N	N	N	N		N	N	N	N							
AST	5018049	27875	3		CURR IN USE	Y	N	N	N	N	N	N		N	N	N	N							
AST	5018050	32111	2	10/26/1993	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	Y							
AST	5018090	34807	1	9/1/1994	CURR IN USE	N	Y	N	N		N	N		Y	N	N	N							
AST	5018138	29796	R4	7/10/1988	DISMANTLED	N	N	N	N	N	N	N	Ring Wall	N	N	N	N							
AST	5018138	29796	R5	5/20/1992	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N	Horizontal						
AST	5018138	35133	G1	8/15/1990	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	5018138	35133	G2	3/5/2001	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	Y	Inside building						
AST	5018138	35133	G3	10/1/2011	CURR IN USE	N	N	N	Y	N	N	N		Y	N	N	N							
AST	5018138	35133	P6	6/15/1971	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	5018138	35133	P7	10/20/2004	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	Horizontal						
AST	5018138	35133	W3	5/19/2005	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	Y	Generator						
AST	5018521	40908	1	10/1/1997	CURR IN USE	N	N	N	Y	N	N	N		N	N	Y	N							
AST	5018521	40908	10	6/16/1998	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal						
AST	5018521	40908	11	6/16/1998	CURR IN USE	N	N	Y	Y	N	N	N		N	N	N	Y	Horizontal						
AST	5018521	40908	12	6/16/1998	CURR IN USE	N	N	Y	Y	N	N	N		N	N	N	Y	Horizontal						
AST	5018521	40908	14	6/15/1998	CURR IN USE	N	N	Y	Y	N	N	N		N	N	N	Y	Horizontal						
AST	5018521	40908	15	7/15/1999	CURR IN USE	N	N	Y	Y	N	N	N		N	N	N	Y	Horizontal						
AST	5018521	40908	16	11/15/2003	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	5018521	40908	17	11/15/2003	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	5018521	40908	19	6/15/1998	CURR IN USE	N	N	Y	Y	N	N	N		N	N	N	Y	Horizontal						
AST	5018521	40908	2	10/1/1997	CURR IN USE	N	N	N	Y	N	N	N		N	N	Y	N							
AST	5018521	40908	20	6/15/1998	CURR IN USE	N	N	Y	Y	N	N	N		N	N	N	Y	Horizontal						
AST	5018521	40908	3	10/1/1997	CURR IN USE	N	N	N	Y	N	N	N		N	N	Y	N							
AST	5018521	40908	4	10/1/1997	CURR IN USE	N	N	N	Y	N	N	N		N	N	Y	N							
AST	5018521	40908	6	6/15/1998	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal						
AST	5018521	40908	7	6/15/1998	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal						
AST	5018521	40908	8	6/15/1998	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal						
AST	5018521	40908	9	6/16/1998	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal						
AST	5018575	35460	1	5/14/1998	DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	5018575	35460	2	5/14/1998	DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	5018575	35460	3	5/14/1998	PERM OUT OF USE	N	N	N	N	N	N	N		N	N	N	N							
AST	5018579	27719	1		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	5018579	27719	2		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	5018579	27719	3		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	5018579	27719	4		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	5018692	30516	1	1/1/1968	PERM OUT OF USE	Y	N	N	N	N	N	N		N	N	Y	N							
AST	5018692	30516	2	1/1/1939	PERM OUT OF USE	Y	N	N	N	N	N	N		N	N	Y	N							
AST	5018692	30516	3	1/1/1968	PERM OUT OF USE	Y	N	N	N	N	N	N		N	N	Y	N							
AST	5018692	30516	4	1/9/1978	PERM OUT OF USE	Y	N	N	N	N	N	N		N	N	Y	N							
AST	5018692	30516	5	1/1/1939	PERM OUT OF USE	Y	N	N	N	N	N	N		N	N	Y	N							
AST	5018742	51448	1	1/1/1986	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	5018938	26626	1	6/1/1992	DISMANTLED	N	Y	Y	N	N	N	N		N	N	N	Y	None						
AST	5018938	34612	6	6/1/1988	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y							
AST	5019317	29245	000004	1/15/1993	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	5019327	31455	765-01		PERM OUT OF USE	Y	N	N	N	N	N	N		N	N	N	N							
AST	5019327	31455	FS605-01		CLOSED IN PLACE	N	Y	N	N	N	N	N		N	N	N	N							
AST	5019327	31455	FS605-03		CLOSED IN PLACE	N	Y	N	N	N	N	N		N	N	N	N							
AST	5019327	49862	FS-821-01		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	5019327	49862	FS-827T-01	7/23/2021	CURR IN USE	N	Y	N	N		N	N		Y	N	N	N							
AST	5019359	27644	DN250-1	1/1/2011	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	horizontal tank						
AST	5019359	27644	OC-100-06	2/18/2009	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5019359	27644	OC-1106-01	1/1/1989	DISMANTLED	N	N	Y	N	N	N	N		N	N	Y	N							
AST	5019359	27644	OC-220-02	1/1/1994	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N	none-horizontal						
AST	5019359	27644	OC-232-01	9/1/1995	PERM OUT OF USE	N	Y	N	N	N	N	Y	Vaulted Concrete Above The Ground	N	N	N	N							
AST	5019359	27644	OC-3015-03	2/1/1995	PERM OUT OF USE	N	Y	N	N	N	N	Y	Vaulted Concrete Above The Ground	N	N	N	N							
AST	5019359	27644	OC-3053-01	1/1/1994	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N	Horizontal						
AST	5019359	27644	OC-602-01	1/1/1952	DISMANTLED	N	N	N	Y	N	N	N		N	N	N	N	horizontal						
AST	5019359	27644	OC-603-05	1/1/1994	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5019359	27644	OC-830-22	6/1/2005	CLOSED IN PLACE	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5019359	27644	OC-E105-01	9/1/1995	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5019359	27644	OC-E105-04		DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N	Horizontal						
AST	5019359	27644	OC-E499-01	1/1/1994	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N	Horizontal						
AST	5019359	27644	OC-F11-01	1/1/1963	DISMANTLED	N	N	Y	N	N	N	N		N	Y	N	N							
AST	5019359	27644	OC-F16-02	6/1/1989	DISMANTLED	Y	N	N	N	N	N	N		N	N	Y	Y	Horizontal						
AST	5019359	27644	OC-F22-01	4/1/1995	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5019359	27644	OC-F23-02	6/1/1989	DISMANTLED	Y	N	N	N	N	N	N		N	N	Y	Y	Horizontal						
AST	5019359	27644	OCF23B	1/1/1989	DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	5019359	27644	OC-F27-01	1/1/2002	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5019359	27644	OC-F28-01	6/1/2002	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5019359	27644	OC-F54-07	9/1/1998	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5019359	27644	OC-F54-08	10/1/1997	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5019359	27644	OCF701		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	5019359	27644	OCFFC	1/1/1973	DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	5019359	27644	OCM18	1/1/1989	DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	5019359	27644	OCM226		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	5019359	27644	OCM9726008		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	5019359	27644	OCM9734778		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	5019359	27644	OCNEXCOM1	1/1/1994	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5019359	27644	Temp 001	2/20/2017	DISMANTLED	N	N	Y	N		N	N		Y	N	N	N							
AST	5019359	48294	OC-3045-01	1/1/1991	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	Horizontal						
AST	5019359	49878	OC-1100-05	1/1/2000	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	N							
AST	5019359	49878	OC-1102-04		CURR IN USE	Y	N	N	N	N	N	N		N	N	N	N							
AST	5019359	49878	OC-1105-03	1/1/1996	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	5019359	49878	OC-1106-05	4/1/1995	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	horizontal						
AST	5019359	49878	OC-2022-02	7/1/1996	CURR IN USE	N	Y	N	N	N	N	Y	Vaulted Concrete Above The Ground	N	N	N	N							
AST	5019359	49878	OC-220-06	1/21/2014	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	ConVault						
AST	5019359	49878	OC-230-04	10/26/2016	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	5019359	49878	OC-285-02	9/1/1995	DISMANTLED	N	Y	N	N	N	N	Y	Vaulted Concrete Above The Ground	N	N	N	N	horizontal						
AST	5019359	49878	OC-285-05	3/3/2022	CURR IN USE	N	Y	N	N		N	N		Y	N	N	N							
AST	5019359	49878	OC-3015-05	6/1/2004	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N	Horizontal tank						
AST	5019359	49878	OC-3025-01		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	Horizontal						
AST	5019359	49878	OC-3030-05	4/1/1995	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	horizontal						
AST	5019359	49878	OC-3045-01	1/1/1991	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5019359	49878	OC-3050-01		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5019359	49878	OC-541-09	1/1/1994	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	Y	Horizontal						
AST	5019359	49878	OC-603-09		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	Horizontal						
AST	5019359	49878	OC-603-10	2/11/2014	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	Horizontal						
AST	5019359	49878	OC-830-05	1/1/1994	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5019359	49878	OC-920-01		DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N	Horizontal						
AST	5019359	49878	OC-E108-03	9/1/1995	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N	horizontal						
AST	5019359	49878	OC-E1201-2	9/1/1995	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5019359	49878	OC-F10-01	1/1/2003	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	vertical tank (no roof)						
AST	5019359	49878	OC-F15-02		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	Horizontal						
AST	5019359	49878	OC-F17-01	5/1/2005	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	Horizontal						
AST	5019359	49878	OC-F23-03	3/1/2001	DISMANTLED	N	Y	N	N	N	N	N		N	N	Y	Y	Horizontal						
AST	5019359	49878	OC-F23-04	1/16/2019	CURR IN USE	N	Y	N	N		N	N		Y	N	N	N							
AST	5019359	49878	OC-F25-01	12/1/1998	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5019359	49878	OC-F25-02	1/16/2019	CURR IN USE	N	Y	N	N		N	N		Y	N	N	N							
AST	5019359	49878	OC-F27-02		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	Horizontal						
AST	5019359	49878	OC-F28-02		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	Horizontal						
AST	5019359	49878	OC-F54-06	10/1/1996	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	5019359	49878	OC-F8-01	1/1/1995	CURR IN USE	Y	N	N	N	N	N	N		N	N	Y	Y	Vertical tank						
AST	5019359	49878	OC-F9-01	1/1/1995	CURR IN USE	Y	N	N	N	N	N	N		N	N	Y	Y	Vertical tank						
AST	5019359	49878	OC-F9-02	9/1/1997	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	Horizontal tank						
AST	5019359	49878	OC-Owl-01	1/1/1994	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	5019380	31455	1	1/1/1918	DISMANTLED	N	Y	N	N	N	N	Y	W/O Impermable Material	N	N	Y	N							
AST	5019380	31455	10	1/1/1918	DISMANTLED	N	Y	N	N	N	N	Y	W/O Impermable Material	N	N	Y	N							
AST	5019380	31455	11	1/1/1918	DISMANTLED	N	Y	N	N	N	N	Y	W/O Impermable Material	N	N	Y	N							
AST	5019380	31455	12	1/1/1918	DISMANTLED	N	Y	N	N	N	N	Y	W/O Impermable Material	N	N	Y	N							
AST	5019380	31455	13	1/1/1918	DISMANTLED	N	Y	N	N	N	N	Y	W/O Impermable Material	N	N	Y	N							
AST	5019380	31455	14	1/1/1918	DISMANTLED	N	N	N	N	N	N	Y	W/O Impermable Material	N	N	Y	N							
AST	5019380	31455	15	1/1/1918	DISMANTLED	N	N	N	N	N	N	Y	W/O Impermable Material	N	N	Y	N							
AST	5019380	31455	16	1/1/1918	DISMANTLED	N	Y	N	N	N	N	Y	W/O Impermable Material	N	N	Y	N							
AST	5019380	31455	17	1/1/1918	DISMANTLED	N	Y	N	N	N	N	Y	W/O Impermable Material	N	N	Y	N							
AST	5019380	31455	18	1/1/1918	DISMANTLED	N	N	N	N	N	N	Y	W/O Impermable material	N	N	Y	N							
AST	5019380	31455	19	1/1/1918	DISMANTLED	N	N	N	N	N	N	Y	W/O Impermable Material	N	N	Y	N							
AST	5019380	31455	2	1/1/1918	DISMANTLED	N	N	N	N	N	N	Y	W/O Impermable Material	N	N	Y	N							
AST	5019380	31455	20	1/1/1918	DISMANTLED	N	N	N	N	N	N	Y	W/O Impermable Material	N	N	Y	N							
AST	5019380	31455	2T		DISMANTLED	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal; Fiberglass						
AST	5019380	31455	3	1/1/1918	DISMANTLED	N	Y	N	N	N	N	N		N	N	Y	N							
AST	5019380	31455	4	1/1/1918	DISMANTLED	N	Y	N	N	N	N	N		N	N	Y	N							
AST	5019380	31455	41	1/1/1943	DISMANTLED	N	Y	N	N	N	N	N		N	Y	N	N	Internal						
AST	5019380	31455	44	1/1/1943	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FIXED UMBRELLA-TYPE WITH INTERNAL FLOATING PAN						
AST	5019380	31455	45	1/1/1943	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FIXED UMBRELLA-TYPE WITH INTERNAL FLOATING PAN						
AST	5019380	31455	450	1/1/1979	PERM OUT OF USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	5019380	31455	451	1/1/1979	PERM OUT OF USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	5019380	31455	46	1/1/1943	DISMANTLED	N	N	Y	N	N	N	N		N	N	N	Y	FIXED UMBRELLA-TYPE WITH INTERNAL FLOATING PAN						
AST	5019380	31455	47	1/1/1943	PERM OUT OF USE	N	N	Y	N	N	N	N		N	N	N	Y	FIXED UMBRELLA-TYPE WITH INTERNAL FLOATING PAN						
AST	5019380	31455	48	1/1/1943	DISMANTLED	N	N	Y	N	N	N	N		N	N	N	Y	FIXED UMBRELLA-TYPE WITH INTERNAL FLOATING PAN						
AST	5019380	31455	49	1/1/1943	DISMANTLED	N	N	Y	N	N	N	N		N	N	N	Y	FIXED UMBRELLA-TYPE WITH INTERNAL FLOATING PAN						
